TXN_ID;fecha_pago;cliente_nombre;mascota_id;servicio_cat;descripcion_detallada;subtotal_neto;impuesto_aplicado;total_con_iva;metodo_abono;estado_sistema;old_sys_val_1;old_sys_val_2;old_sys_val_3;old_sys_val_4;old_sys_val_5;old_sys_val_6;old_sys_val_7;old_sys_val_8;old_sys_val_9;old_sys_val_10;old_sys_val_11;old_sys_val_12;old_sys_val_13;old_sys_val_14;old_sys_val_15;old_sys_val_16;old_sys_val_17;old_sys_val_18;old_sys_val_19;old_sys_val_20;old_sys_val_21;old_sys_val_22;old_sys_val_23;old_sys_val_24;old_sys_val_25;old_sys_val_26;old_sys_val_27;old_sys_val_28;old_sys_val_29;old_sys_val_30;old_sys_val_31;old_sys_val_32;old_sys_val_33;old_sys_val_34;old_sys_val_35;old_sys_val_36;old_sys_val_37;old_sys_val_38;old_sys_val_39;Unnamed: 40;Unnamed: 41;Unnamed: 42;Unnamed: 43;Unnamed: 44;Unnamed: 45;Unnamed: 46;Unnamed: 47;Unnamed: 48;Unnamed: 49;Unnamed: 50;Unnamed: 51;Unnamed: 52;Unnamed: 53;Unnamed: 54;Unnamed: 55;Unnamed: 56;Unnamed: 57;Unnamed: 58;Unnamed: 59;Unnamed: 60;Unnamed: 61;Unnamed: 62;Unnamed: 63;Unnamed: 64;Unnamed: 65;Unnamed: 66;Unnamed: 67;Unnamed: 68;Unnamed: 69;Unnamed: 70;Unnamed: 71;Unnamed: 72;Unnamed: 73;Unnamed: 74;Unnamed: 75;Unnamed: 76;Unnamed: 77;Unnamed: 78;Unnamed: 79;Unnamed: 80;Unnamed: 81;Unnamed: 82;Unnamed: 83;Unnamed: 84;Unnamed: 85;Unnamed: 86;Unnamed: 87;Unnamed: 88;Unnamed: 89
TXN-2025045;mar. 10, 2025;  MartÃ­nez ;PET-960;VacunaciÃ³n;Recordatorio anual;54,87;11,52;â‚¬66,39;EFECTIVO;CLOSED;migrated_2024;FALSE;migrated_2024;0;FALSE;;;NaN;NaN;;NULL;;;;NULL;NULL;;;;NaN;;NaN;;NULL;NaN;NaN;;;NaN;;;;;;;;;NaN;NaN;;;NaN;;;;;;NaN;NaN;;NaN;;;;NaN;;NaN;NULL;;;;NULL;NULL;;;;;;NULL;;NaN;;NULL;NULL;;;;NULL;;;;;NaN;;;NULL;NULL;;
TXN-2025046;2025-10-21;SÃ¡nchez_antiguo;PET-954;Farmacia;Bravecto 3 meses;103,06;21,64;124,70â‚¬;STRIPE_POS_1;CLOSED;1;1;TRUE;TRUE;1;NaN;;;NULL;;;;;;;NaN;;;;NULL;;;NaN;NULL;NULL;;NULL;;NaN;;NULL;NaN;;;;NaN;;NaN;;;;NaN;NULL;NaN;;;NaN;;;NULL;;;;;;;NaN;;;;NaN;NaN;NaN;;;NaN;;;NULL;NaN;;;;NaN;NULL;NaN;;;NaN;NULL;;;;NULL;;NaN;;;NaN
TXN-2025047;NULL;LÃ³pez;PET-708;CirugÃ­a;ExtracciÃ³n tumoral;1476,61;310,09; EUR 1786,70;Efectivo;CLOSED;1;0;migrated_2024;migrated_2024;0;;NaN;NaN;NaN;;;;;;NULL;;NaN;;NULL;;NULL;NaN;NULL;NULL;;NULL;;NaN;;NaN;;;;;;;;NULL;NULL;;NULL;;;;NULL;NaN;;;;NaN;;;;;;;NULL;NULL;;NaN;NaN;;;;;;;NULL;;NaN;;NULL;;NaN;;;;NaN;;;;;;;;;NULL;;
TXN-2025048;2025-05-23;Ruiz_antiguo;PET-884;Farmacia;Bravecto 3 meses;43,68;9,17; EUR 52,85;TARJETA;CLOSED;TRUE;0;0;migrated_2024;TRUE;;NULL;;NULL;NULL;;;;;;NULL;;;;NaN;;;;;;;NaN;;NaN;;;;;;;;;;;;;;;;NaN;;;NaN;;;;NULL;;;NULL;NaN;;;NaN;NaN;;;;;;NaN;NaN;;NULL;;;;;NaN;;;;NULL;;NaN;NULL;NULL;;NaN;NaN;;;;
TXN-2025049;may. 07, 2025;MartÃ­nez;PET-975;Farmacia;AntibiÃ³tico amoxicilina;25,47;5,35;30,82;TRANSFERENCIA;CLOSED;FALSE;1;FALSE;migrated_2024;0;NaN;NULL;;;;NULL;NaN;;;;NULL;NULL;;;;;;NaN;NULL;;;;;;NULL;;;NULL;;;;;;;;;NULL;NULL;;;;NaN;;;;;;;;;NaN;NaN;;;;NaN;NaN;NULL;;NaN;NaN;NaN;;;;;;;;;;;;;;NULL;;;;;NULL;;;
TXN-2025050;2025-06-24;SÃ¡nchez_antiguo;PET-260;Farmacia;Bravecto 3 meses;67,46;14,17;81,63â‚¬;TRANSFERENCIA;CLOSED;FALSE;migrated_2024;TRUE;1;0;;;;NaN;;;;;NULL;NaN;NULL;NaN;;NULL;NULL;;;NaN;;NaN;;;;;NULL;;;;NULL;NaN;;NULL;;NaN;;;NULL;;;NaN;NaN;;;NaN;NULL;;;;;NULL;;;NaN;NaN;;;;;NULL;;NaN;NULL;;;;;;NaN;;NaN;NaN;;;;;;;;;NULL;NaN;;;
TXN-2025051;sep. 15, 2025;  GarcÃ­a ;PET-700;VacunaciÃ³n;Vacuna Rabia;37,79;7,94; EUR 45,73;Transferencia;CLOSED;1;migrated_2024;migrated_2024;0;0;;;;;;NaN;NaN;;NaN;NaN;NULL;;;NULL;;;NaN;NULL;;;NaN;;;NULL;;;;NaN;;NaN;;;;;;NULL;;NaN;NULL;NULL;NaN;;;NULL;NaN;;;NULL;;;NULL;NULL;;;;NULL;;;;;;;NULL;NULL;;NULL;;NULL;;;;NULL;;NaN;;;;;;;;;;NULL
TXN-2025052;nov. 20, 2025;  Ruiz ;PET-664;Consulta;Seguimiento post-operatorio;68,92;14,47;â‚¬83,39;Efectivo;CLOSED;0;migrated_2024;migrated_2024;0;1;NaN;;NULL;NaN;;NULL;NULL;NaN;NULL;;;;NULL;;;;;;;;NaN;;;;NULL;;;;NaN;;;;;NULL;;;;;;NULL;;NaN;;;;NaN;;;;;;NaN;NaN;;NaN;;NaN;;NaN;;;;;;NaN;NaN;;;NULL;;NULL;;NaN;;;;;NULL;;;NaN;;NULL;
TXN-2025053;24/01/2025;  Ruiz ;PET-749;Farmacia;Meloxicam gotas;91,92;19,30;â‚¬111,22;EFECTIVO;CLOSED;0;migrated_2024;FALSE;FALSE;FALSE;;NaN;NULL;;NaN;;;NULL;;NaN;;NULL;;;NULL;NULL;;NULL;NULL;;;;;NULL;NULL;;;NULL;NULL;;;;;NaN;;;NaN;;;;NULL;NULL;;;;;;;NaN;;;NULL;;NULL;NaN;NULL;;;;;;NaN;NULL;NULL;;;NaN;;;;;;;;;;;;;;;;;NULL
TXN-2025054;2025-04-17;  Ruiz ;PET-391;CirugÃ­a;CirugÃ­a dental avanzada;752,38;158,00;910,38;TRANSFERENCIA;PENDING_SYNC;TRUE;0;1;1;1;NULL;;;;;;NULL;;;;;NaN;NaN;;NaN;;;;;;;;;NaN;NaN;;;NaN;;;;NaN;NaN;;;NULL;;;NULL;NULL;;NULL;;;NaN;;;NULL;;NULL;NULL;;NULL;;;;;;;NULL;;;;;;;;;;NaN;;NaN;;;;;;;;;NULL;;;NaN
TXN-2025055;2025-08-26;  LÃ³pez ;PET-601;Farmacia;AntibiÃ³tico amoxicilina;41,80;8,78;â‚¬50,58;TARJETA;PENDING_SYNC;0;FALSE;1;FALSE;migrated_2024;NaN;NULL;;NaN;;NULL;NULL;;;;;NULL;NULL;NaN;;NaN;;;;;;;;;;;NULL;NaN;NULL;;NaN;;NaN;NaN;;NULL;;;;;;NULL;NULL;;;;;;NULL;;;;;;;;;;;;;;;;NaN;NULL;;;;NaN;;NaN;;NULL;NaN;;;;;;NULL;;NULL;NaN
TXN-2025056;09/07/2025;  LÃ³pez ;PET-505;Consulta;RevisiÃ³n urgencia;;9,26;53,37;Efectivo;CLOSED;1;0;migrated_2024;TRUE;FALSE;;NaN;;;;;NaN;NaN;;;NULL;;;;NaN;;;;NaN;NULL;NaN;;NaN;;NaN;;NaN;;;NULL;;;NaN;;NaN;NULL;;NaN;;;;;;;;;;NaN;;NaN;NULL;;;;;NaN;NULL;;NaN;NULL;NaN;;;;;;;;;NULL;NULL;NaN;;NaN;;;;;NaN;;;NULL;;NULL
TXN-2025057;may. 22, 2025;Ruiz_antiguo;PET-483;Consulta;RevisiÃ³n urgencia;;15,47;89,15;Tarjeta;CLOSED;migrated_2024;TRUE;migrated_2024;1;FALSE;NaN;NaN;;;;;;;;;;NaN;NaN;;;;;;;NULL;;NULL;NULL;NaN;;;;NULL;;;NaN;;;NaN;NaN;;NULL;;NULL;;;;;;NaN;NaN;;NULL;;;;NULL;NaN;;NaN;NaN;NULL;;NaN;NULL;;;;NaN;NaN;NaN;;;;NULL;;NULL;;NULL;;;;;;NULL;;;;
TXN-2025058;2026-02-03;lã³pez;PET-804;CirugÃ­a;CirugÃ­a dental avanzada;1313,64;275,86;1589,50â‚¬;STRIPE;CLOSED;migrated_2024;0;FALSE;0;FALSE;;NaN;;NaN;;NaN;;;;NaN;NULL;NaN;NULL;NaN;NaN;NULL;NULL;;;;;;;;NaN;NaN;NULL;;NaN;;;NaN;;;;;;;NULL;;;NULL;;;;;NULL;;;NaN;;;;;NaN;;NaN;;;;NULL;NaN;NaN;;;;;NaN;;;;NaN;;NaN;NaN;NaN;NULL;NULL;;;NULL;;;NULL
TXN-2025059;feb. 24, 2025;PÃ©rez;PET-826;CirugÃ­a;ExtracciÃ³n tumoral;1012,65;212,66;1225,31;STRIPE;CLOSED;migrated_2024;TRUE;FALSE;TRUE;1;;;;;;;;NULL;;NaN;;;;NaN;;NULL;NaN;;;;NULL;;NULL;;;NULL;;;;;;NaN;;;NaN;NaN;NULL;NULL;;;;NaN;NULL;;;;;;;NaN;;NaN;;NULL;NaN;;;;;;;NULL;;NaN;;;;;;;NULL;NaN;NaN;NaN;;;;;NaN;;;NULL;;
TXN-2025060;09/06/2025;  LÃ³pez ;PET-286;Consulta;Consulta especialista;;11,75;67,69;STRIPE;CLOSED;migrated_2024;TRUE;FALSE;1;FALSE;NULL;;;;NULL;;NULL;NaN;;NULL;;;;;NULL;;NULL;;NULL;NaN;NULL;;NULL;NaN;NULL;;;;NULL;NaN;;;;;;;;;;NaN;;;NULL;NaN;NaN;;;NULL;;NaN;;;;;;;;;;NULL;;;NULL;NULL;NaN;;;;NaN;;NaN;;;;;;;;;NULL;;;;
TXN-2025061;2026-01-04;GÃ³mez_antiguo;PET-793;VacunaciÃ³n;Leucemia felina;50,60;10,63;61,23â‚¬;TARJETA_POS_1;CLOSED;TRUE;0;TRUE;1;TRUE;NULL;;;;;;NULL;;;;;;;;;;NULL;;;;NaN;;NaN;;;NaN;NaN;;;;;NaN;NULL;;;;;;;NULL;;;;;NaN;;;;;NULL;;;NaN;;;;;;NaN;NaN;;;;;;;;;;;NULL;;NULL;;NULL;;;;NaN;;;;;
TXN-2025062;2025/08/09 00:00:00;Ruiz;PET-419;CirugÃ­a;CirugÃ­a dental avanzada;1412,37;296,60;1708,97â‚¬;STRIPE_POS_1;CLOSED;1;TRUE;1;migrated_2024;TRUE;NaN;;NaN;;;;;NULL;;;;;;NaN;NULL;;;;;;;;NULL;;;NULL;;NULL;;NaN;;NaN;;;NaN;;;;;;;NULL;NULL;;;;;;;;;;;;NaN;;;;;;;;NULL;;NULL;;;NaN;;NaN;NULL;;;NULL;;;;;NaN;NULL;;;;
TXN-2025063;feb. 22, 2025;  GarcÃ­a ;PET-629;Farmacia;Bravecto 3 meses;;5,74;â‚¬33,09;EFECTIVO;CLOSED;migrated_2024;migrated_2024;0;migrated_2024;0;;NaN;;NaN;;;NaN;NaN;NaN;;;;NaN;NaN;;NaN;;;;;NaN;;;;NULL;NaN;;NULL;;NULL;NULL;NaN;;NULL;NULL;;NaN;;NaN;;NaN;;;;NaN;NaN;;;;;;;;;NULL;NULL;;;NaN;;;NaN;;NULL;;;;NaN;NaN;NaN;NULL;NULL;NaN;;NaN;;;;;;;;;
TXN-2025064;NULL;gã³mez;PET-992;Farmacia;Meloxicam gotas;;17,05;98,25;TRANSFERENCIA;CLOSED;migrated_2024;FALSE;0;0;1;NaN;;;;;;;NaN;;NULL;;;;;NaN;;;;;NaN;NaN;NULL;;;;;NaN;;NULL;;;;;;;;NaN;;;;;;;NaN;;NaN;NULL;NaN;;NaN;;;;NULL;NaN;NULL;NaN;;NULL;NULL;NULL;NULL;NaN;;NULL;NULL;;;NaN;;NaN;;;;;;;;NULL;NULL;;;;
TXN-2025065;NULL;pã©rez;PET-576;CirugÃ­a;CirugÃ­a TPLO perro;1380,05;289,81; EUR 1669,86;Tarjeta;PENDING_SYNC;migrated_2024;FALSE;0;1;TRUE;;;;;;NaN;;;;;;;NULL;NULL;;;NULL;NULL;;;;;;;NaN;NULL;NaN;NaN;;NaN;NaN;;NULL;;;;;NULL;;NaN;;;;;NULL;NaN;;NaN;NULL;NaN;NULL;;;NULL;NULL;;NaN;;;;NULL;;NULL;;;NULL;;NULL;NaN;;NaN;;;NaN;;NaN;;;;;;;NULL;NaN
TXN-2025066;2025-01-12;LÃ³PEZ;PET-441;Consulta;Consulta general;55,58;11,67;â‚¬67,25;TRANSFERENCIA;CLOSED;1;TRUE;TRUE;1;migrated_2024;;NULL;NaN;NULL;;NaN;;;NaN;;;;NULL;NaN;;;;NULL;;NaN;;NULL;;;;NULL;;;NULL;;;NULL;NULL;;;NaN;;;NaN;;NULL;NULL;;NaN;;;NaN;;;NaN;;;;NaN;;;;;NaN;;;NaN;NaN;;;;;NULL;;;;;;;NULL;;;;;;;;;
TXN-2025067;abr. 20, 2025;LÃ³pez;PET-219;CirugÃ­a;ExtracciÃ³n tumoral;627,73;131,82; EUR 759,55;Stripe;CLOSED;migrated_2024;TRUE;migrated_2024;migrated_2024;0;;;NaN;;;NaN;;;NaN;NULL;;;;;;;NaN;;NaN;;;NULL;;NaN;NULL;;NULL;;;NULL;;;;;;;;;;;;;;;;;NaN;;;;;;;;;;;NULL;;NULL;NULL;NaN;;NULL;NaN;;;NULL;;NULL;NULL;;NULL;;NULL;;;;;NaN;;;NaN;NULL
TXN-2025068;2025-09-02;LÃ³PEZ;PET-452;Consulta;Consulta general;43,54;9,14;52,68â‚¬;STRIPE;CLOSED;FALSE;TRUE;TRUE;0;migrated_2024;;;;;NaN;;;NaN;;;;;;NULL;;;;;;NaN;NaN;;;;NULL;;;NaN;NaN;NaN;;NaN;NULL;;;NaN;;;;NULL;;;;NULL;;;;NaN;;;NaN;;;NULL;;NULL;NaN;NULL;;;;;;;;NaN;;NULL;NaN;;NULL;;NaN;;NaN;;;NaN;;;;;;
TXN-2025069;10/12/2025;garcã­a;PET-104;CirugÃ­a;CirugÃ­a TPLO perro;635,87;133,53;769,40;TARJETA;CLOSED;0;0;TRUE;FALSE;migrated_2024;;;;;;;;;NULL;NaN;NULL;NULL;NaN;NULL;NaN;;NULL;;NaN;NaN;;;;;;NaN;NULL;;NULL;NULL;;;NULL;NaN;NULL;NaN;NULL;NULL;;;;NaN;;NaN;;;NULL;NULL;;;NULL;;;;;;;NULL;NaN;;;;;;;NaN;NULL;;NULL;;;NULL;;;;NaN;;NaN;;;NULL;;;NaN
TXN-2025070;07/06/2025;SÃ¡nchez_antiguo;PET-446;CirugÃ­a;CastraciÃ³n gato;767,62;161,20; EUR 928,82;TARJETA_POS_1;PENDING_SYNC;1;1;TRUE;migrated_2024;migrated_2024;;NaN;NULL;;;;NaN;;;;;;;NaN;NaN;NULL;NaN;;;NaN;;;;NULL;NULL;NULL;;;;;NULL;;;;;NULL;;NULL;;NULL;;;;;NaN;;NULL;NULL;;;NaN;;;;NaN;;;NULL;NaN;;NULL;;;;NaN;;;;;NaN;NaN;NULL;NaN;NaN;;;;;;;;NaN;NaN;
TXN-2025071;ene. 22, 2025;GÃ³mez;PET-907;Farmacia;Pienso Renal 2kg;70,52;14,81;â‚¬85,33;TARJETA;CLOSED;1;TRUE;0;FALSE;migrated_2024;;NaN;;NULL;NULL;;;;NaN;;;;;NaN;NaN;;;;NaN;NULL;;;NaN;NaN;NaN;NULL;;;;NaN;;;;NULL;;;;NaN;;NaN;;;;NULL;NaN;;;;;;;NaN;NULL;;NaN;NaN;NULL;NaN;;NULL;;NULL;;;NaN;NaN;NULL;NaN;NaN;;;NaN;;NULL;NaN;;;NULL;;;;;;
TXN-2025072;2025-01-04;PÃ©REZ;PET-120;VacunaciÃ³n;Leucemia felina;45,14;9,48;â‚¬54,62;Transferencia;CLOSED;FALSE;TRUE;0;migrated_2024;FALSE;NULL;;;NaN;NULL;NaN;;;;NaN;NULL;;;;;;;;NULL;NaN;;;NULL;;NaN;;;;NaN;;;;;NaN;;NaN;;NULL;NaN;;NULL;NULL;;;;NaN;;NULL;;NULL;;NULL;NULL;;;;;;;;;NULL;NaN;;;;;;;NULL;;;;;NaN;;NULL;;;;NULL;;NULL;NULL
TXN-2025073;2025/06/12 00:00:00;LÃ³pez_antiguo;PET-365;Farmacia;Pienso Renal 2kg;28,65;6,02;34,67;Stripe;PENDING_SYNC;migrated_2024;TRUE;0;TRUE;migrated_2024;;NaN;;;;;NULL;;;NaN;NULL;;;NULL;NaN;;;NULL;;;NULL;;;;;;NaN;NULL;NULL;;;;NaN;;;;;NaN;;;NaN;;;;NULL;NaN;NULL;;;NULL;;;;;NULL;;;NULL;;NaN;;NULL;;NaN;;;NaN;NaN;;NaN;NaN;NaN;;;NaN;;;;;;NaN;NaN;;
TXN-2025074;26/03/2025;sã¡nchez;PET-184;Consulta;RevisiÃ³n urgencia;38,76;8,14;46,90;EFECTIVO_POS_1;CLOSED;0;1;TRUE;TRUE;0;NaN;;NaN;;;NaN;;NaN;;;;NULL;NaN;;;NULL;;;;;;;;;;NULL;NULL;;NULL;;NULL;;;NULL;NaN;;;;NULL;;NaN;;;NULL;;;NULL;;NaN;;;;;NaN;;;NaN;;;;NULL;;NaN;;NaN;NaN;;NaN;;;NULL;NULL;;;;;;;;;;;;
TXN-2025075;dic. 10, 2025;LÃ³pez_antiguo;PET-835;CirugÃ­a;CastraciÃ³n gato;972,71;204,27;1176,98;Tarjeta;CLOSED;FALSE;1;FALSE;TRUE;migrated_2024;;;;;;;;;;;NULL;;;NaN;;;;;;;;NULL;;NULL;NaN;;;NaN;;;;;;;;;;;;NaN;;NULL;;NaN;;NULL;;NaN;;;;;NaN;;;;;;;;NULL;;;;;;;NULL;;;;NaN;;NaN;;;NaN;;NaN;NULL;;;;NaN
TXN-2025076;2025-05-27;SÃ¡nchez;PET-184;CirugÃ­a;CastraciÃ³n gato;622,04;130,63; EUR 752,67;TARJETA;CLOSED;1;1;TRUE;TRUE;1;;;;NULL;;NULL;NaN;;NULL;;;;;;NULL;;NULL;;NULL;NULL;;;;;NULL;;;NaN;;;;;;;NaN;NaN;;NaN;NaN;;NULL;;;NaN;;;;;;NULL;;;;;NULL;;NaN;NULL;NULL;;;;;;;;;NaN;;;;;;NULL;NULL;;;NULL;NULL;;;;;
TXN-2025077;2025/03/12 00:00:00;RUIZ;PET-377;VacunaciÃ³n;Vacuna Rabia;52,16;10,95;63,11;Stripe;CLOSED;1;TRUE;1;migrated_2024;migrated_2024;;NaN;;;;;;;NULL;NULL;;NaN;;;NaN;NULL;;;NaN;NULL;;;NULL;;NULL;;NULL;NULL;NULL;;NaN;;NaN;;;;;NaN;NULL;NULL;;;NULL;;;;;;;;;;;NULL;;NaN;NULL;NaN;;;;NaN;;;;;;;;;;;;NULL;NULL;;;;;;NaN;;;
TXN-2025078;dic. 03, 2025;pã©rez;PET-916;Consulta;Consulta especialista;68,80;14,45; EUR 83,25;EFECTIVO_POS_1;CLOSED;TRUE;TRUE;1;TRUE;FALSE;;NULL;NULL;NULL;;;;;;NaN;NULL;;NaN;;NULL;;;NaN;;NaN;;;;NULL;;;;;NULL;;;NaN;NaN;;;;;NULL;NULL;NaN;;;;NaN;;;NaN;;;NaN;NaN;;;;NULL;NULL;NULL;NULL;;;;NULL;;NULL;NaN;;;;;;;;NULL;;;;;;;;;;;
TXN-2025079;05/04/2025;SÃ¡nchez;PET-573;VacunaciÃ³n;Polivalente;44,34;9,31;53,65;TRANSFERENCIA_POS_1;CLOSED;TRUE;1;0;FALSE;0;;;;;NULL;NULL;;NaN;;;;;;;;;;;;;;NULL;;NULL;;;;NaN;NaN;;NULL;;;NaN;NaN;;;;;;;;NULL;;;NULL;NULL;NULL;;;NULL;NaN;;;;NaN;;;;;NULL;NULL;;;;;;;NaN;;;NULL;;;;NaN;NULL;NaN;NaN;;;;;
TXN-2025080;2025-03-24;SÃ¡nchez;PET-407;CirugÃ­a;CirugÃ­a dental avanzada;425,98;89,46;515,44â‚¬;STRIPE;CLOSED;TRUE;TRUE;0;1;TRUE;;;;NaN;;;NULL;NULL;NULL;;;;NaN;;;;;;;;NULL;;NULL;;;NaN;NULL;;;NaN;;;NULL;;;;;;;NaN;;;NaN;;NaN;NaN;;;NULL;;;NULL;;NULL;;;;NULL;NaN;;;;;;;;;;NaN;NULL;;;;;;NULL;NULL;;;;;;;
TXN-2025081;NULL;SÃ¡NCHEZ;PET-549;CirugÃ­a;CirugÃ­a TPLO perro;1023,85;215,01;1238,86;EFECTIVO;CLOSED;FALSE;TRUE;FALSE;migrated_2024;1;NULL;;;;NULL;NaN;;;;;;;;NULL;;NULL;;;;NaN;NaN;;NaN;NaN;;;;;;;;NULL;;NULL;;NaN;NaN;;;;;NaN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;NULL;NaN;NULL;;NULL;;;NaN;NaN;;;NULL;;;;;;;;NaN;;;;;;;;NaN;NaN;;;;;NaN
TXN-2025082;NULL;GarcÃ­a;PET-652;Farmacia;Bravecto 3 meses;75,11;15,77;90,88;EFECTIVO_POS_1;CLOSED;migrated_2024;1;0;1;1;;;;;;;NULL;;NaN;NULL;;;NaN;;;NaN;;;;;;NaN;NULL;NaN;;;;;NaN;NaN;;NULL;;;;;NaN;;;NaN;;NULL;;;;;;NULL;;NULL;;;;;;;;NULL;;NULL;;;;;NaN;;;;;;;;NaN;;;;;NaN;;NULL;;;;NULL
TXN-2025083;2025-12-14;  PÃ©rez ;PET-785;Farmacia;Meloxicam gotas;19,50;4,10;23,60â‚¬;TARJETA_POS_1;CLOSED;1;TRUE;1;FALSE;1;;NULL;;;;NULL;;NULL;NaN;;;;;;;NaN;NaN;NULL;;;;;;;;;NaN;;;;;;;NULL;NULL;;;NaN;;;;NULL;NaN;;NULL;;NULL;;;;NaN;;;NULL;;NaN;;NaN;;;;NULL;NULL;;;NaN;;;;;;NULL;NaN;;NULL;NaN;;;;NULL;;;;
TXN-2025084;NULL;sã¡nchez;PET-101;VacunaciÃ³n;Recordatorio anual;30,42;6,39;36,81;EFECTIVO_POS_1;CLOSED;migrated_2024;FALSE;migrated_2024;migrated_2024;0;;;NaN;;;;;;;;;;;NaN;;NaN;;NaN;;;;NaN;;;;;;NaN;;;;NULL;;NULL;;;NULL;NaN;;;;;NULL;;;;;NaN;NaN;;NaN;;NULL;NaN;;;;;;;;;NaN;;;;;NaN;NaN;NaN;NULL;;;NULL;;;NaN;NULL;;NaN;NULL;;NULL;NaN
TXN-2025085;dic. 13, 2025;  SÃ¡nchez ;PET-438;Farmacia;Bravecto 3 meses;74,36;15,62; EUR 89,98;Efectivo;CLOSED;TRUE;1;0;0;TRUE;NULL;;;;NULL;;;;;NaN;;;;;;NULL;;;NaN;;NULL;;;NULL;NaN;;;NaN;;NaN;;;;;;;;;;NaN;;;;NULL;NULL;;;;;NaN;;;NULL;;;;;;;;;;;;NaN;;NULL;;;;NULL;;;;NULL;NULL;;;NULL;;NULL;;;
TXN-2025086;14/12/2025;gã³mez;PET-847;Farmacia;Bravecto 3 meses;111,98;23,52;â‚¬135,50;Transferencia;CLOSED;FALSE;1;FALSE;migrated_2024;0;;NaN;;NaN;NULL;;;;NULL;;;NaN;;NULL;NaN;;NaN;;;;;;;NaN;NaN;NULL;;;;;;;;;;NaN;;;;;;;NULL;NULL;;NaN;;NaN;NULL;NaN;;;;;;NULL;;;;NULL;;;;NaN;;NULL;;;NaN;;NaN;;NULL;;;;;;;;NULL;;;
TXN-2025087;2025-09-01;MartÃ­nez_antiguo;PET-941;VacunaciÃ³n;Recordatorio anual;32,16;6,75;â‚¬38,91;Tarjeta;CLOSED;migrated_2024;1;TRUE;1;TRUE;NULL;;NULL;;;;;;;;NULL;;NaN;;NaN;NULL;NULL;;;;;NULL;NULL;;;;;;;;;NULL;;;;;NaN;;;;;;;;;;;;;;NULL;;;NULL;NULL;NULL;;;;;;;;;;;NaN;;;;;NULL;NaN;;;;NaN;;;;;;NULL;
TXN-2025088;ago. 29, 2025;martã­nez;PET-972;VacunaciÃ³n;Recordatorio anual;28,96;6,08;35,04;EFECTIVO;CLOSED;TRUE;TRUE;1;TRUE;FALSE;NULL;;;NaN;;NaN;NaN;;NULL;;;;;;;NULL;;;;NULL;NULL;;NaN;;NaN;NaN;;;;;;;NULL;NaN;NULL;;;;;NULL;NaN;;;;;NULL;;;NULL;NaN;NaN;;;;;NULL;;;NULL;NaN;;;NULL;NaN;NULL;;;NaN;NaN;;;NULL;;;;NaN;NaN;;;NULL;;NULL;;
TXN-2025089;05/11/2025;GÃ³mez_antiguo;PET-517;Farmacia;Pienso Renal 2kg;25,11;5,27;30,38;EFECTIVO;CLOSED;FALSE;0;0;1;0;;NaN;;;;;;NULL;;;;;;;;NaN;;;;NaN;;NaN;;NaN;NULL;NULL;NaN;;NULL;NaN;;NaN;;;;NaN;NaN;;;NaN;;NULL;;;;NaN;NaN;;;NaN;;;;NULL;;;;NaN;;;NULL;NaN;;NULL;NULL;;;NULL;;;;NaN;NaN;NaN;NaN;;;;;;;;;
TXN-2025090;2025-06-21;PÃ©rez;PET-860;VacunaciÃ³n;Polivalente;51,29;10,77; EUR 62,06;EFECTIVO_POS_1;CLOSED;1;migrated_2024;FALSE;migrated_2024;1;;NaN;;;;;NULL;;;;;NULL;NULL;;;;;;NULL;NULL;;;;;;NULL;;;;NaN;;NaN;;;NaN;;;;NaN;;;NaN;;;;;NaN;NULL;NULL;;;;;NULL;NULL;;NaN;;;;NaN;;NULL;;NULL;;;;;NaN;NaN;NaN;;NaN;NULL;;;;;;;;NaN;NULL
TXN-2025091;2025/06/09 00:00:00;SÃ¡NCHEZ;PET-847;Farmacia;Meloxicam gotas;114,23;23,99;138,22;TARJETA;CLOSED;0;migrated_2024;TRUE;1;FALSE;;;;NULL;NaN;;;NULL;;NULL;NaN;;;;;NULL;NULL;NULL;;;;;;;;;;NaN;;NaN;;;;;NaN;;NaN;;;;;;;;;;;;NaN;;NaN;NULL;NULL;NULL;NULL;NaN;NULL;;;;NULL;;NaN;NaN;NaN;;NaN;;NaN;;;NULL;;NULL;;;;;;NULL;;;;
TXN-2025092;28/09/2025;  SÃ¡nchez ;PET-630;Consulta;Consulta especialista;51,31;10,78;62,09;TRANSFERENCIA;CLOSED;0;FALSE;0;migrated_2024;FALSE;;NULL;NULL;;;NaN;NaN;;NaN;NaN;;;NULL;;;NaN;;;;NULL;NaN;;;;;;;;NULL;;;;;NaN;NULL;;;NaN;;NULL;;;NaN;NULL;;NULL;;;NULL;;;NaN;;;;;;;;;;;;;NaN;;NULL;;;;NaN;;NULL;;;;;NaN;NULL;;;;;
