TXN_ID;fecha_pago;cliente_nombre;mascota_id;servicio_cat;descripcion_detallada;subtotal_neto;impuesto_aplicado;total_con_iva;metodo_abono;estado_sistema;old_sys_val_1;old_sys_val_2;old_sys_val_3;old_sys_val_4;old_sys_val_5;old_sys_val_6;old_sys_val_7;old_sys_val_8;old_sys_val_9;old_sys_val_10;old_sys_val_11;old_sys_val_12;old_sys_val_13;old_sys_val_14;old_sys_val_15;old_sys_val_16;old_sys_val_17;old_sys_val_18;old_sys_val_19;old_sys_val_20;old_sys_val_21;old_sys_val_22;old_sys_val_23;old_sys_val_24;old_sys_val_25;old_sys_val_26;old_sys_val_27;old_sys_val_28;old_sys_val_29;old_sys_val_30;old_sys_val_31;old_sys_val_32;old_sys_val_33;old_sys_val_34;old_sys_val_35;old_sys_val_36;old_sys_val_37;old_sys_val_38;old_sys_val_39;Unnamed: 40;Unnamed: 41;Unnamed: 42;Unnamed: 43;Unnamed: 44;Unnamed: 45;Unnamed: 46;Unnamed: 47;Unnamed: 48;Unnamed: 49;Unnamed: 50;Unnamed: 51;Unnamed: 52;Unnamed: 53;Unnamed: 54;Unnamed: 55;Unnamed: 56;Unnamed: 57;Unnamed: 58;Unnamed: 59;Unnamed: 60;Unnamed: 61;Unnamed: 62;Unnamed: 63;Unnamed: 64;Unnamed: 65;Unnamed: 66;Unnamed: 67;Unnamed: 68;Unnamed: 69;Unnamed: 70;Unnamed: 71;Unnamed: 72;Unnamed: 73;Unnamed: 74;Unnamed: 75;Unnamed: 76;Unnamed: 77;Unnamed: 78;Unnamed: 79;Unnamed: 80;Unnamed: 81;Unnamed: 82;Unnamed: 83;Unnamed: 84;Unnamed: 85;Unnamed: 86;Unnamed: 87;Unnamed: 88;Unnamed: 89
TXN-2025045;2025-05-13;  GarcÃ­a ;PET-344;CirugÃ­a;CastraciÃ³n gato;348,66;73,22;â‚¬421,88;TRANSFERENCIA;CLOSED;FALSE;migrated_2024;FALSE;1;TRUE;NULL;;;;;NaN;;NULL;;;NaN;NULL;;;;;NULL;;NULL;NaN;;;;;;NULL;;NULL;;;;NaN;NULL;;NaN;NULL;;;;;NULL;;NaN;;NULL;;;NaN;;NULL;;NULL;;;;;;;;;;;;;;;;;NaN;NaN;NaN;;;;NULL;;;NULL;;NULL;;;;NaN
TXN-2025046;abr. 19, 2025;GÃ³MEZ;PET-367;Consulta;RevisiÃ³n urgencia;49,83;10,46;60,29;TARJETA;CLOSED;migrated_2024;migrated_2024;TRUE;TRUE;TRUE;NULL;;;;;NaN;;;;;;NaN;;NULL;;;;NaN;NaN;NaN;;NULL;;;;;;NaN;NaN;NULL;;NaN;;;;;NaN;;;;;;;;NaN;;;;NaN;;NULL;;;;;;;NULL;NaN;NaN;;NaN;;;NULL;NaN;;;NaN;NULL;;NULL;;;NaN;;;;;;NaN;;NULL;
TXN-2025047;2025/01/22 00:00:00;  GarcÃ­a ;PET-744;CirugÃ­a;ExtracciÃ³n tumoral;400,10;84,02;484,12;Efectivo;CLOSED;TRUE;migrated_2024;TRUE;1;migrated_2024;NULL;;NULL;;;NaN;NULL;NULL;;;NaN;NULL;NaN;NULL;;;NULL;;;;;NaN;;;;;;NaN;NULL;;;NULL;;NaN;NULL;NULL;;;;;NaN;;NULL;;;;;;;;;;NULL;;;;;;;NULL;;;;NaN;;NULL;;;NULL;;;;;NULL;;;NULL;;;;NULL;;;NaN
TXN-2025048;25/03/2025;  MartÃ­nez ;PET-295;CirugÃ­a;CirugÃ­a dental avanzada;1411,40;296,39;1707,79â‚¬;Efectivo;CLOSED;FALSE;1;0;FALSE;1;;NULL;NULL;;NULL;;;;;;;;;NULL;;;;NULL;;NULL;;;;;NaN;NaN;NULL;;NULL;;;;;;;NULL;;;NULL;;;NaN;NULL;;;;NULL;NaN;NULL;;;NaN;;;;NULL;;NaN;;;NaN;;;;NaN;NaN;;NaN;NaN;;;;NULL;NULL;NaN;;;;NULL;;NULL;;;
TXN-2025049;2025-04-01;sã¡nchez;PET-760;CirugÃ­a;CirugÃ­a TPLO perro;1296,79;272,33;1569,12;STRIPE;CLOSED;FALSE;migrated_2024;TRUE;TRUE;0;;;NaN;;;;NaN;;NULL;;;;;;;NULL;NaN;;;;NULL;;NaN;;;NULL;NULL;;;;NaN;NaN;;;NaN;;;NaN;;NULL;;;NaN;NULL;;;NaN;;;NULL;;;;;NaN;NULL;NaN;;;;;;;;;;;NaN;;NaN;NaN;NULL;;NaN;NULL;NaN;NULL;NULL;NaN;NaN;;;NULL;
TXN-2025050;2025/06/24 00:00:00;pã©rez;PET-936;CirugÃ­a;CirugÃ­a TPLO perro;457,76;96,13;553,89â‚¬;EFECTIVO;CLOSED;1;0;0;TRUE;TRUE;NULL;;;;NULL;NaN;;;NULL;NULL;;;;;NaN;;;;;;;NULL;;;;NaN;;NULL;;;NULL;;;;;;;;;;;NaN;NaN;;NULL;;;;;;;;;NULL;NaN;NULL;;;;;;;;NaN;NULL;;;NULL;;;NULL;;;;;;;NaN;NaN;NULL;;;;
TXN-2025051;NULL;GÃ³MEZ;PET-284;Consulta;Consulta especialista;67,58;14,19;81,77;Transferencia;PENDING_SYNC;0;1;1;1;TRUE;NaN;;;;;;;;NULL;;;;;;;NaN;;NaN;NULL;;NULL;NaN;;;NULL;;;;;;;;NULL;;NULL;;;;;NaN;NaN;;NULL;NULL;;NaN;;NULL;NULL;;;NaN;;;;;;NULL;;;;NaN;;NaN;;NULL;;NULL;;;;;;;;;NaN;;;;NULL;;;NULL
TXN-2025052;2025-08-21;  SÃ¡nchez ;PET-252;VacunaciÃ³n;Recordatorio anual;;8,37; EUR 48,23;Efectivo;CLOSED;0;TRUE;TRUE;FALSE;FALSE;NULL;NULL;NULL;;;;NaN;;;;;;;;;;NaN;NULL;;NaN;NULL;;;;;NaN;;;NaN;NaN;;;;NaN;;NULL;;;;;;;;;;;;NaN;NaN;NULL;;;NULL;;;;;NaN;;NaN;NaN;;;;;;;;NaN;;;;;;;;;;NULL;NaN;NaN;;;NaN
TXN-2025053;ene. 23, 2025;  PÃ©rez ;PET-328;VacunaciÃ³n;Vacuna Rabia;54,72;11,49;66,21;STRIPE;CLOSED;TRUE;0;1;TRUE;FALSE;;;NaN;;;NULL;;NaN;NULL;;NULL;;NULL;NaN;;;NULL;;;NaN;NaN;NaN;;;NaN;;NaN;NaN;NULL;NaN;NULL;;;;;;;;NULL;;NaN;NaN;NULL;;NULL;;NULL;NULL;NaN;;;;;;;;;;NaN;;;;NULL;;;NaN;NaN;NaN;;;;;;;NULL;;NULL;;NaN;;;NaN;;NaN
TXN-2025054;2025/02/10 00:00:00;Ruiz;PET-934;Farmacia;AntibiÃ³tico amoxicilina;83,83;17,60;101,43â‚¬;Stripe;CLOSED;migrated_2024;TRUE;0;TRUE;1;;;NULL;NaN;NULL;;;NaN;NULL;;NaN;NULL;;;;;NULL;NULL;NaN;;;;;;;;NaN;;;;;;;;NaN;NaN;;NULL;NULL;NaN;;;NULL;NaN;;;NaN;NaN;NaN;;NULL;;;NULL;NULL;NaN;NULL;;;NaN;;;NaN;;NaN;;;;;;;;;NULL;NULL;;;;;NaN;;;;NULL
TXN-2025055;2025-07-30;PÃ©rez;PET-394;Farmacia;Meloxicam gotas;59,46;12,49;71,95;EFECTIVO;CLOSED;migrated_2024;0;migrated_2024;1;TRUE;;;NULL;;;;;;NaN;;NULL;;;;NULL;;;;NULL;;;NaN;NULL;NaN;NULL;NULL;NULL;;;;;NULL;NULL;NULL;;NaN;;;;;NaN;NULL;NULL;;;;;NULL;;;NaN;NaN;NULL;;;;;;;;;;NaN;;;NULL;;NaN;NULL;;NaN;NULL;NaN;;;;NaN;NaN;;;;;NaN;
TXN-2025056;27/10/2025;sã¡nchez;PET-220;VacunaciÃ³n;Recordatorio anual;51,61;10,84;â‚¬62,45;TARJETA;CLOSED;0;1;migrated_2024;migrated_2024;migrated_2024;;;NaN;;;;NULL;;;NaN;NaN;NULL;;;;NaN;;;NULL;;;NaN;;NaN;;;;;;;NULL;;;;;NULL;NULL;NULL;;;;NULL;;;;;;;;NaN;;;;;;;;NULL;;;;;;;NULL;;;NULL;NULL;;NULL;;;NaN;NULL;;NaN;;;;;;NULL;
TXN-2025057;nov. 19, 2025;GÃ³mez_antiguo;PET-564;Consulta;Consulta general;;12,75;73,47;Efectivo;CLOSED;0;TRUE;0;FALSE;TRUE;NULL;NULL;;NULL;;NaN;;NaN;;;;;;;;;;;NaN;;NULL;NaN;;;;;NULL;NULL;;NaN;;;NULL;;NULL;;;NaN;NaN;;;;;;;;;;;;;;;NULL;;;NULL;;NaN;;NULL;;NaN;NaN;;;;;;;;;;;NULL;NaN;;NaN;NULL;;NaN;;;NULL
TXN-2025058;NULL;PÃ©rez;PET-522;Farmacia;Pienso Renal 2kg;22,04;4,63; EUR 26,67;Stripe;CLOSED;migrated_2024;migrated_2024;FALSE;migrated_2024;0;;;NULL;NaN;;NULL;;;;;;;;NaN;NaN;;;NULL;;;NULL;NaN;;;NULL;;NaN;;NULL;NULL;NULL;;;;;NULL;;;;;;;;;NaN;NaN;;;;;;NULL;;;NULL;;NULL;;NaN;NULL;;;;;;NULL;;NULL;;NULL;;;NULL;;;NaN;;;NULL;;NULL;;;NULL
TXN-2025059;2025/11/07 00:00:00;Ruiz;PET-555;Farmacia;Meloxicam gotas;118,57;24,90;143,47;TRANSFERENCIA;CLOSED;TRUE;migrated_2024;TRUE;0;migrated_2024;NaN;;;;NULL;;;;;;;NULL;NULL;;NaN;NaN;;;NaN;;;NULL;;;NaN;;;;NULL;;;NULL;;;NaN;NULL;NULL;NULL;;NaN;;;;NaN;NULL;;NULL;;NaN;;;;;;;NaN;NULL;NULL;;;;NULL;;NULL;;NaN;NaN;;NULL;NULL;NaN;;;;;;;;;;;;;
TXN-2025060;NULL;Ruiz;PET-566;Consulta;Consulta especialista;;14,57;83,97;TRANSFERENCIA;CLOSED;TRUE;1;1;0;0;NaN;NULL;;;NULL;;;;;NULL;NULL;;;;;;;NULL;;NULL;;NaN;;;;NaN;;NULL;NULL;;;;NULL;NaN;NaN;;;;NaN;NULL;;;NaN;;;;;;;NULL;;;NULL;NaN;NaN;NULL;NaN;;NULL;;NaN;;;NaN;NaN;NULL;;;NaN;NULL;NULL;NaN;;;;NaN;;;;;;NULL;;
TXN-2025061;2025-03-05;sã¡nchez;PET-685;Farmacia;Bravecto 3 meses;77,83;16,34;94,17â‚¬;Efectivo;CLOSED;migrated_2024;FALSE;migrated_2024;migrated_2024;0;;NULL;;;;;NULL;NaN;;;NULL;;NULL;;;;;NaN;;;NaN;;;;NaN;;;;;NaN;NULL;;;;NaN;;;;NaN;;;;;;;;;;;;;;;;NULL;;;NaN;;NULL;;NaN;;;;;NaN;NaN;;;;NaN;;NaN;;;;NULL;;;;NULL;;
TXN-2025062;2026-01-15;SÃ¡NCHEZ;PET-781;CirugÃ­a;CirugÃ­a dental avanzada;826,58;173,58;â‚¬1000,16;error_red;CLOSED;migrated_2024;migrated_2024;1;migrated_2024;1;;NULL;;NaN;NULL;;;;NaN;;;NaN;NaN;NULL;;NaN;NULL;NaN;NaN;NaN;;NULL;NaN;;NaN;;;;;;;NaN;NULL;;;;;;NULL;NaN;;NULL;;NaN;;;;;;;;;NaN;;;;;;NULL;NaN;;;;;NaN;NaN;NaN;;;;;NaN;NaN;NULL;;;;;;;;NaN;;NULL
TXN-2025063;2025-11-08;MartÃ­nez;PET-803;CirugÃ­a;CirugÃ­a TPLO perro;754,06;158,35;912,41;TARJETA;CLOSED;TRUE;FALSE;1;1;migrated_2024;;;;;NULL;;;NULL;;NULL;;;;;;;;NaN;NULL;NULL;;;;NaN;;;;;;NULL;NaN;NULL;;NaN;;NULL;NULL;;;NaN;;;;;;;;;;;NaN;;;;;NULL;;;NaN;;NaN;NaN;;;;;;;;;;;;;NULL;;NULL;;;;;NULL;NaN;NULL
TXN-2025064;17/09/2025;lã³pez;PET-758;CirugÃ­a;ExtracciÃ³n tumoral;428,60;90,01;518,61;TARJETA_POS_1;CLOSED;TRUE;TRUE;migrated_2024;1;migrated_2024;;NULL;;;;;;;;;;;NaN;NULL;;NaN;;;;;;NULL;NULL;;NaN;;;;NaN;;;;;;;;NULL;NULL;;;NULL;;NULL;;NULL;;;;;;;;;;;;NULL;;;;NULL;NULL;;;;NaN;NaN;NaN;;;NULL;;NULL;;;;NULL;;;;;;;
NaN;2025/06/15 00:00:00;garcã­a;PET-829;CirugÃ­a;CirugÃ­a dental avanzada;388,56;81,60;470,16â‚¬;TRANSFERENCIA;CLOSED;FALSE;1;1;0;0;;;;;NaN;;;;;NaN;;;NaN;;;;NaN;;;;;;;NULL;;;;;;NULL;;;;;;NULL;;NaN;;;;NaN;;NaN;NULL;;;;;;;;;;;NULL;;;;;NaN;;NULL;;NaN;;NULL;;;;;NULL;NaN;;;;;;;NaN;;;;
TXN-2025066;2025-07-03;LÃ³pez_antiguo;PET-853;Farmacia;Bravecto 3 meses;12,84;2,70;15,54;TRANSFERENCIA;CLOSED;TRUE;1;1;TRUE;0;;;;;NaN;NULL;NaN;NaN;NULL;;;;;NULL;NaN;NaN;NaN;;;;;NaN;;;;NULL;;NaN;NULL;;;;NULL;;;NULL;NULL;NaN;;;;;;NULL;;NULL;;;;;;;;NULL;;NaN;;;NaN;NaN;NaN;;NaN;;;;;;NULL;NULL;NULL;NULL;NaN;;NULL;NaN;;;NaN;;NULL;;NaN;NaN
TXN-2025067;NULL;gã³mez;PET-236;CirugÃ­a;CirugÃ­a TPLO perro;657,84;138,15;795,99;STRIPE;CLOSED;FALSE;1;migrated_2024;TRUE;TRUE;;;;;;NaN;;NULL;;;NULL;;;;;;;;;;;;NULL;NULL;;NaN;;;NaN;;;;;;;NaN;NaN;;NULL;;NULL;NULL;;NULL;NULL;;NaN;;NULL;;;;;;;;;;NaN;;;;;;NULL;NULL;;NULL;NaN;;;NULL;;;NaN;;;;;NULL;NULL;NaN;;
TXN-2025068;19/07/2025;MartÃ­nez;PET-686;CirugÃ­a;ExtracciÃ³n tumoral;316,93;66,56;383,49;EFECTIVO_POS_1;PENDING_SYNC;migrated_2024;TRUE;0;migrated_2024;0;;NaN;;NaN;;NULL;NULL;NaN;;;NULL;;NaN;;NaN;NaN;NULL;;;;;;;;NULL;;NULL;;;;NULL;;;;;;NULL;;NaN;;;;NULL;;;;;;NULL;;;;;;;;;NaN;NULL;;NULL;;;;;;;NaN;;;NULL;;;;;NULL;;NULL;;NaN;;;;
TXN-2025069;NULL;MartÃ­nez;PET-169;CirugÃ­a;CastraciÃ³n gato;797,20;167,41;964,61;Efectivo;CLOSED;migrated_2024;0;0;FALSE;TRUE;NaN;;;NULL;;;;;;;;;;NULL;;;;;NaN;NaN;;NULL;NULL;;;;;NULL;NaN;;;;NaN;;NaN;NaN;;;;;NaN;NULL;NaN;;;;;;NaN;;;NaN;NULL;;;NULL;;;NaN;;NULL;;;;;;;;;;;NaN;NaN;;;;;;NaN;;;;;
TXN-2025070;2025/02/13 00:00:00;LÃ³PEZ;PET-648;VacunaciÃ³n;Vacuna Rabia;43,34;9,10;52,44â‚¬;TRANSFERENCIA_POS_1;CLOSED;FALSE;FALSE;0;TRUE;TRUE;;NaN;NULL;;NaN;;;;;;NaN;;;;NULL;NaN;;;;;;;;;;;;NaN;NULL;;;;;;;NaN;NaN;;;;;;;NULL;NULL;;;;NaN;;;;;NaN;NULL;NaN;;NaN;;;;;NaN;NULL;NULL;;NULL;;NULL;;;;NaN;NULL;NULL;;;;;;;;;
TXN-2025071;08/08/2025;LÃ³pez_antiguo;PET-729;VacunaciÃ³n;Vacuna Rabia;36,48;7,66;44,14;TRANSFERENCIA;CLOSED;migrated_2024;0;1;0;1;;;;;;NULL;;NaN;;NaN;;NaN;NULL;;;;;;;;;NaN;;;NaN;;NaN;NULL;NaN;;;NULL;NaN;;;;;NULL;NaN;NaN;NULL;;;;;;;NULL;;NULL;;;;NaN;NULL;NaN;;;NaN;NULL;;;;;;;;;NaN;;;;;NaN;;;;;;;NaN;NaN;;NaN
TXN-2025072;2025/01/12 00:00:00;Ruiz;PET-712;Consulta;Seguimiento post-operatorio;39,24;8,24; EUR 47,48;TARJETA;CLOSED;1;FALSE;FALSE;FALSE;FALSE;;NULL;NaN;;;NaN;;;;;;;NULL;;NaN;;;;;NULL;;;;NaN;;;NaN;NaN;;NULL;;;;;;;;;;;;NULL;;NULL;;;NaN;;NULL;;NULL;;NULL;;NULL;;;;;NULL;NULL;;NaN;NaN;;NaN;;;;NaN;NULL;;;;;;NULL;;;;NaN;NaN;NaN;NaN
TXN-2025073;27/01/2025;SÃ¡NCHEZ;PET-255;Consulta;Consulta especialista;75,26;15,80;91,06;EFECTIVO_POS_1;CLOSED;0;migrated_2024;TRUE;TRUE;migrated_2024;;;NULL;NaN;;NaN;;;;NULL;;;;NULL;;NaN;;;NULL;;NULL;;;NaN;;;NULL;;;NaN;;;NaN;NaN;;;;;;;;NULL;;;;;NULL;NULL;;NULL;;NULL;;NaN;;;;;;;NULL;;NULL;;NaN;;;;;NULL;NaN;;;NaN;NaN;NULL;;;;NaN;;NULL;;
TXN-2025074;2025/12/16 00:00:00;GarcÃ­a;PET-788;Farmacia;AntibiÃ³tico amoxicilina;;8,36;â‚¬48,17;TRANSFERENCIA;CLOSED;FALSE;migrated_2024;1;1;TRUE;;;NULL;;;;;NaN;;NULL;NaN;NULL;;;;;;;NaN;NULL;NULL;NaN;;;;;NULL;;;;NULL;NULL;;NULL;;;;;NaN;;;;;;;;NaN;;;;;;NaN;;;;NaN;NULL;;;;NaN;;;;NaN;;;;NULL;;;NULL;;;;;NULL;NaN;NULL;NaN;;;
TXN-2025075;nov. 28, 2025;sã¡nchez;PET-257;CirugÃ­a;CirugÃ­a TPLO perro;1096,10;230,18; EUR 1326,28;TRANSFERENCIA;CLOSED;1;1;migrated_2024;FALSE;TRUE;NaN;;NaN;;;;;;NaN;;;NaN;NaN;;;;;;;NULL;NaN;;;NULL;;NaN;NaN;;NULL;;;;;;NULL;;;;;;NULL;;NaN;;;;;;;;;NULL;;;;;;NULL;NaN;NaN;;;;;NULL;NULL;;;;;NaN;;NULL;;;;NaN;;;;;;NULL;NaN
TXN-2025076;2025-05-18;RUIZ;PET-535;Farmacia;AntibiÃ³tico amoxicilina;39,33;8,26; EUR 47,59;TRANSFERENCIA;CLOSED;1;TRUE;FALSE;FALSE;FALSE;;NULL;;;;NULL;;;;;;;;;NULL;;;NULL;;;;;;NULL;;;;;;NULL;NULL;NULL;NaN;;;;;NaN;;;;;NULL;NULL;;;;;;NULL;;;NULL;NaN;NULL;NULL;;;;NaN;;;NULL;;;;NaN;;;;;;NaN;;;NULL;;;;;NULL;;NaN;
TXN-2025077;2026/01/06 00:00:00;Ruiz;PET-511;VacunaciÃ³n;Recordatorio anual;46,44;9,75;56,19;Transferencia;CLOSED;1;0;migrated_2024;0;migrated_2024;NULL;;;;;;;;NULL;;;NULL;;;;;NULL;NaN;NaN;NULL;NULL;NaN;;NaN;;NULL;NULL;;;;NaN;;;;NaN;NULL;;;;;NaN;NULL;;;;;;NaN;;;;NULL;;NaN;;;;;;NaN;;;;NaN;NULL;NULL;NaN;;;;;NaN;;;;NULL;NaN;NULL;NaN;NaN;NaN;;;
TXN-2025078;2025-05-06;GÃ³MEZ;PET-820;VacunaciÃ³n;Leucemia felina;47,44;9,96; EUR 57,40;Stripe;CLOSED;1;TRUE;0;migrated_2024;FALSE;;;NULL;;;;;;;;;;;;;;;;;;NULL;NaN;;NULL;;NULL;;;;;NaN;;NULL;NULL;NULL;;NaN;;;NULL;;;;NaN;;;;;NaN;;;;;NaN;;NaN;;NULL;;;;NULL;;NaN;NULL;;;;;;;NULL;;;NULL;NaN;;;NaN;NaN;NaN;;;
TXN-2025079;2025/03/16 00:00:00;MartÃ­nez_antiguo;PET-198;CirugÃ­a;CastraciÃ³n gato;372,77;78,28;451,05;Stripe;CLOSED;migrated_2024;0;FALSE;0;TRUE;;NULL;;;;NaN;;;;;NaN;NULL;;;NULL;NaN;NaN;NaN;NULL;NULL;NaN;;;NULL;;;NaN;;NaN;NaN;NULL;;;NULL;;;;NULL;;;;NULL;;;;;;NULL;;NULL;;NULL;;NaN;;NULL;;;;;;;;NULL;;;NaN;;;;;NULL;NaN;;NaN;NaN;NaN;;NaN;;NaN;NaN;;NaN
TXN-2025080;abr. 16, 2025;GarcÃ­a;PET-417;Consulta;Seguimiento post-operatorio;40,26;8,45;48,71;TRANSFERENCIA_POS_1;CLOSED;FALSE;migrated_2024;0;TRUE;1;;NULL;;;NULL;;;;;NULL;;NaN;;;NULL;;;;;NaN;;;NULL;;;;NaN;;NULL;NaN;NaN;NULL;NaN;;NULL;NaN;NaN;NULL;NULL;;NULL;NULL;NaN;;;NaN;NULL;;;NaN;;;;;;NULL;NULL;NaN;NULL;NaN;;;;;;;;;NaN;;;;;;NaN;;NULL;NaN;;;;;NULL;
TXN-2025081;2025/06/02 00:00:00;Ruiz_antiguo;PET-515;VacunaciÃ³n;Recordatorio anual;32,08;6,74;38,82â‚¬;Tarjeta;CLOSED;TRUE;1;0;migrated_2024;0;;;NULL;;NaN;;;;;NaN;;;NaN;;;NULL;NULL;;NaN;;NaN;;;;;;;NaN;;;;NaN;;NaN;;NULL;NaN;;;NaN;;NaN;NaN;;;NULL;;;;;;NULL;NULL;;NULL;;NULL;NaN;NULL;;;;;;;;NULL;NULL;NaN;;;NaN;;NULL;NULL;;;;;;NULL;NaN;;
TXN-2025082;NULL;Ruiz_antiguo;PET-369;CirugÃ­a;CirugÃ­a dental avanzada;;210,21;â‚¬1211,20;TARJETA_POS_1;PENDING_SYNC;TRUE;migrated_2024;migrated_2024;FALSE;1;;;;;;;NaN;;NULL;;NaN;;NaN;NULL;;;;NaN;NULL;;;;;;NULL;;NaN;NaN;;;;;;;;NULL;;;NaN;;;;;NaN;;NULL;;;NULL;;;;;;;NULL;;;;;NaN;;;NULL;;;;;NaN;;NaN;;NULL;;NULL;;;;NULL;NULL;;NaN;NaN;NaN
TXN-2025083;2025/04/14 00:00:00;gã³mez;PET-176;VacunaciÃ³n;Vacuna Rabia;36,36;7,64;44,00;Transferencia;CLOSED;TRUE;TRUE;migrated_2024;TRUE;1;;NULL;;;;;;NaN;NaN;;;;;;;;;;NaN;;;;;NULL;;NULL;NULL;NULL;NULL;;NULL;NULL;NULL;;;NULL;;;NaN;NULL;;;;;NULL;;;;NULL;NULL;NaN;NULL;;;;;;;NaN;;;;NULL;;;;;NULL;;;NULL;;;NULL;;NULL;;;NULL;;;;;
TXN-2025084;07/06/2025;SÃ¡nchez;PET-715;Farmacia;AntibiÃ³tico amoxicilina;108,73;22,83;131,56;EFECTIVO;CLOSED;migrated_2024;FALSE;0;0;FALSE;NaN;NULL;NaN;;;;;;;;;;;;NaN;NULL;;NaN;;;;NaN;NaN;NaN;;;;;NULL;;;NULL;NULL;;;;NaN;;NaN;;;;;NaN;;;;;NULL;NaN;;;;;;NULL;;NULL;;;NaN;NULL;;;NaN;;;;;;;;;NULL;;;;NULL;;NULL;;;;
TXN-2025085;NULL;Ruiz_antiguo;PET-963;VacunaciÃ³n;Vacuna Rabia;28,19;5,92;34,11;TARJETA;PENDING_SYNC;TRUE;migrated_2024;TRUE;FALSE;TRUE;;NaN;;;NaN;;;;;;;;;NaN;;;;;;;NaN;;;;;;;;;NaN;NaN;NULL;NULL;NULL;NULL;;;NaN;;;;NULL;NaN;;NaN;;NULL;;;;;NaN;NaN;NULL;;NaN;;;;;;;NULL;;NaN;;;;NaN;;;NULL;;;NULL;NULL;NULL;NULL;;;;NaN;;NULL
TXN-2025086;ene. 19, 2026;Ruiz_antiguo;PET-930;Farmacia;Bravecto 3 meses;117,26;24,62;141,88;TARJETA;CLOSED;1;FALSE;TRUE;FALSE;0;;;;;;;;NaN;;;NULL;NaN;;NaN;;;NaN;;;;;;;NaN;;;NaN;NULL;NaN;;;;;;;;NULL;NULL;;NULL;NULL;;;NaN;;;;;NaN;;NaN;NULL;;;;NULL;;NaN;;;;;NULL;;NULL;;;;NaN;;;NULL;NaN;;;;NaN;;;NULL;;;;
TXN-2025087;NULL;LÃ³pez;PET-622;VacunaciÃ³n;Recordatorio anual;29,92;6,28;36,20;Tarjeta;CLOSED;migrated_2024;0;migrated_2024;0;0;;NULL;NaN;;NULL;NULL;;;;;;;NULL;;;;NaN;NaN;;;;;;NaN;;NULL;NULL;;;;NULL;NULL;;;NULL;NaN;NULL;NULL;;;NULL;;NaN;NULL;;;;NaN;;NULL;;NULL;NaN;;;NULL;NULL;;NaN;NULL;;NaN;NaN;;;;NaN;;;;;NaN;;NULL;;;;;;;;;;
TXN-2025088;16/03/2025;  GÃ³mez ;PET-429;Farmacia;Bravecto 3 meses;113,65;23,87;137,52;TARJETA;CLOSED;1;migrated_2024;1;FALSE;TRUE;NaN;;;;NaN;;NaN;;NULL;NULL;;;NULL;;;;;;;;;NaN;NaN;;;NaN;;;NULL;;;NaN;;NULL;;;;NaN;;;;NaN;NULL;NaN;;NaN;;;;;;;;;;NULL;;NaN;NaN;NULL;;NaN;;;NaN;NaN;;NULL;;;;NaN;NULL;NULL;;NaN;NULL;NULL;;NaN;;NULL;NULL;NaN
TXN-2025089;26/01/2025;pã©rez;PET-370;VacunaciÃ³n;Leucemia felina;46,33;9,73;â‚¬56,06;Stripe;CLOSED;TRUE;migrated_2024;FALSE;FALSE;1;;NaN;;;;;NULL;;;NaN;;;;NULL;NaN;NaN;;;;NaN;;;;NULL;;;NULL;;;NULL;;;;;NaN;;;;;;;;;NaN;NULL;;;NaN;;NULL;NULL;;;;;NaN;;;NULL;NaN;;;NaN;;;NaN;;NULL;;NaN;;NULL;;;;NULL;;;;;;;NULL;
TXN-2025090;02/11/2025;  LÃ³pez ;PET-570;Consulta;RevisiÃ³n urgencia;59,11;12,41;71,52;TARJETA;CLOSED;TRUE;migrated_2024;FALSE;0;migrated_2024;;;;;;;;;;;;;;;;NULL;;;;;;NaN;;NaN;;;;NaN;;NULL;;NaN;;;NULL;NaN;;NULL;;;;NULL;;NaN;;NaN;;;NULL;;NaN;;NaN;NaN;;;;;NULL;NaN;NULL;NaN;;;NaN;NULL;NULL;;;NULL;;;NaN;;;;;NaN;;NaN;;NULL;NULL;NaN
TXN-2025091;oct. 31, 2025;MartÃ­nez;PET-864;CirugÃ­a;CirugÃ­a TPLO perro;486,48;102,16;588,64;STRIPE;PENDING_SYNC;FALSE;migrated_2024;0;0;migrated_2024;NULL;;NaN;;;;;NaN;;;;NULL;NULL;NaN;;;NULL;;NULL;;;;;;NULL;NaN;NaN;;NaN;;NaN;;;NULL;NULL;NULL;;;;;NULL;;;NaN;;;NULL;NULL;;;;NaN;NaN;;;;;;;;;NaN;NULL;;;;NaN;;NULL;;;;;;;NULL;NaN;NULL;NULL;;NaN;NaN;;
TXN-2025092;nov. 28, 2025;SÃ¡nchez_antiguo;PET-727;Consulta;Consulta especialista;;7,81;45,02;TARJETA;CLOSED;FALSE;migrated_2024;0;migrated_2024;TRUE;NULL;;;;;NULL;;NaN;;NaN;NaN;NaN;;NaN;;;;;NULL;;;;;NULL;;;;;;NaN;NULL;NULL;NULL;NaN;;;;NULL;;NULL;;;NULL;;;;;;;;NULL;;NaN;;;NULL;NULL;;;;NaN;;;NaN;NaN;NULL;NaN;NULL;NaN;;;;;;;;;;;;;NULL;;NULL
